objectid,pid,title,archival_call_number,archival_collection,finding_aid_ark,contributing_institution,contributing_institution_valueURI,creator,personal_creator_valueURI,description,language,subject,topical_subject_fast_valueURI,location,geographic_subject_fast_valueURI,event_subject,event_subject_valueURI,extent,dcmi_type_valueURI,aat_genre,aat_genre_valueURI,dcmi_type,type_of_resource,imt_type,rights_management,rights_management_valueURI,date_original,ark,local_id,file_name_tif,date_modified,digital_collection,digital_collection_ark,image_manipulation,file_size,resolution,colorspace,bits_per_sample,samples_per_pixel,height,digital_origin,filename,identifier,format,display_template,object_location,image_small,image_thumb,image_alt_text,sensitive
lippisch_075,Lippisch_74,The Aerodyne: A New Concept of Flight,MS 0243,"Alexander Lippisch papers, 1897-1993, undated",https://n2t.net/ark:/87292/w93r16,Iowa State University. Special Collections and University Archives,https://id.loc.gov/authorities/names/no2021021777,"Lippisch, Alexander, 1894-1976",http://id.loc.gov/authorities/names/n81026416,"The Aerodyne: A New Concept of Flight, conceptual drawing.",zxx,Airplanes--Design and construction;Drawing,http://id.worldcat.org/fast/803132;http://id.worldcat.org/fast/897725,,,,,63.5x40.6 cm,http://purl.org/dc/dcmitype/Image,design drawings,http://vocab.getty.edu/aat/300069413,Image,still image,image/tiff,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/,1950,https://n2t.net/ark:/87292/w91c3j,Lippisch_74,0243_Lippisch_CDOversized_25.tif,2023-10-12,Alexander Lippisch,https://n2t.net/ark:/87292/w9bz61778,none,2224741 Bytes,2400 Pixels Per Inch,RGB,8 Bits Per Sample,3 Samples Per Pixel,2254,reformatted digital,0243_lippisch_cdoversized_25.jpg,0243_lippisch_cdoversized_25,image/jpeg,image,https://iastatedigital.org/objects/lippisch/0243_lippisch_cdoversized_25.jpg,/objects/smalls/0243_lippisch_cdoversized_25_sm.jpg,/objects/thumbs/0243_lippisch_cdoversized_25_th.jpg,,
lippisch_076,Lippisch_75,Rocket aircraft,MS 0243,"Alexander Lippisch papers, 1897-1993, undated",https://n2t.net/ark:/87292/w93r16,Iowa State University. Special Collections and University Archives,https://id.loc.gov/authorities/names/no2021021777,"Lippisch, Alexander, 1894-1976",http://id.loc.gov/authorities/names/n81026416,Rocket aircraft conceptual drawing.,zxx,Airplanes--Design and construction;Drawing,http://id.worldcat.org/fast/803132;http://id.worldcat.org/fast/897725,,,,,30.5x43.2 cm,http://purl.org/dc/dcmitype/Image,design drawings,http://vocab.getty.edu/aat/300069413,Image,still image,image/tiff,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/,1950,https://n2t.net/ark:/87292/w9wn9b,Lippisch_75,0243_Lippisch_CDOversized_26.tif,2023-10-12,Alexander Lippisch,https://n2t.net/ark:/87292/w9bz61778,none,1548246 Bytes,2400 Pixels Per Inch,RGB,8 Bits Per Sample,3 Samples Per Pixel,1801,reformatted digital,0243_lippisch_cdoversized_26.jpg,0243_lippisch_cdoversized_26,image/jpeg,image,https://iastatedigital.org/objects/lippisch/0243_lippisch_cdoversized_26.jpg,/objects/smalls/0243_lippisch_cdoversized_26_sm.jpg,/objects/thumbs/0243_lippisch_cdoversized_26_th.jpg,,
lippisch_077,Lippisch_76,Submarine,MS 0243,"Alexander Lippisch papers, 1897-1993, undated",https://n2t.net/ark:/87292/w93r16,Iowa State University. Special Collections and University Archives,https://id.loc.gov/authorities/names/no2021021777,"Lippisch, Alexander, 1894-1976",http://id.loc.gov/authorities/names/n81026416,Submarine conceptual drawing.,zxx,Submarines (Ships)--Design and construction,http://id.worldcat.org/fast/1136646,,,,,53.3x68.6 cm,http://purl.org/dc/dcmitype/Image,design drawings,http://vocab.getty.edu/aat/300069413,Image,still image,image/tiff,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/,1950,https://n2t.net/ark:/87292/w9rz5p,Lippisch_76,0243_Lippisch_CDOversized_27.tif,2023-10-12,Alexander Lippisch,https://n2t.net/ark:/87292/w9bz61778,none,1672889 Bytes,2400 Pixels Per Inch,RGB,8 Bits Per Sample,3 Samples Per Pixel,2278,reformatted digital,0243_lippisch_cdoversized_27.jpg,0243_lippisch_cdoversized_27,image/jpeg,image,https://iastatedigital.org/objects/lippisch/0243_lippisch_cdoversized_27.jpg,/objects/smalls/0243_lippisch_cdoversized_27_sm.jpg,/objects/thumbs/0243_lippisch_cdoversized_27_th.jpg,,
lippisch_078,Lippisch_77,Aircraft,MS 0243,"Alexander Lippisch papers, 1897-1993, undated",https://n2t.net/ark:/87292/w93r16,Iowa State University. Special Collections and University Archives,https://id.loc.gov/authorities/names/no2021021777,"Lippisch, Alexander, 1894-1976",http://id.loc.gov/authorities/names/n81026416,Aircraft conceptual drawing.,zxx,Airplanes--Design and construction;Drawing,http://id.worldcat.org/fast/803132;http://id.worldcat.org/fast/897725,,,,,43.2x22.9 cm,http://purl.org/dc/dcmitype/Image,design drawings,http://vocab.getty.edu/aat/300069413,Image,still image,image/tiff,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/,1950,https://n2t.net/ark:/87292/w9n54f,Lippisch_77,0243_Lippisch_CDOversized_28.tif,2023-10-12,Alexander Lippisch,https://n2t.net/ark:/87292/w9bz61778,none,1936221 Bytes,2400 Pixels Per Inch,RGB,8 Bits Per Sample,3 Samples Per Pixel,2085,reformatted digital,0243_lippisch_cdoversized_28.jpg,0243_lippisch_cdoversized_28,image/jpeg,image,https://iastatedigital.org/objects/lippisch/0243_lippisch_cdoversized_28.jpg,/objects/smalls/0243_lippisch_cdoversized_28_sm.jpg,/objects/thumbs/0243_lippisch_cdoversized_28_th.jpg,,
lippisch_079,Lippisch_78,Delta Wing aircraft,MS 0243,"Alexander Lippisch papers, 1897-1993, undated",https://n2t.net/ark:/87292/w93r16,Iowa State University. Special Collections and University Archives,https://id.loc.gov/authorities/names/no2021021777,"Lippisch, Alexander, 1894-1976",http://id.loc.gov/authorities/names/n81026416,Delta Wing aircraft conceptual drawing.,zxx,Airplanes--Design and construction;Drawing,http://id.worldcat.org/fast/803132;http://id.worldcat.org/fast/897725,,,,,48.3x30.5 cm,http://purl.org/dc/dcmitype/Image,design drawings,http://vocab.getty.edu/aat/300069413,Image,still image,image/tiff,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/,1950,https://n2t.net/ark:/87292/w9hg15,Lippisch_78,0243_Lippisch_CDOversized_29.tif,2023-10-12,Alexander Lippisch,https://n2t.net/ark:/87292/w9bz61778,none,1668184 Bytes,2400 Pixels Per Inch,RGB,8 Bits Per Sample,3 Samples Per Pixel,2180,reformatted digital,0243_lippisch_cdoversized_29.jpg,0243_lippisch_cdoversized_29,image/jpeg,image,https://iastatedigital.org/objects/lippisch/0243_lippisch_cdoversized_29.jpg,/objects/smalls/0243_lippisch_cdoversized_29_sm.jpg,/objects/thumbs/0243_lippisch_cdoversized_29_th.jpg,,
lippisch_080,Lippisch_79,Wingless aircraft,MS 0243,"Alexander Lippisch papers, 1897-1993, undated",https://n2t.net/ark:/87292/w93r16,Iowa State University. Special Collections and University Archives,https://id.loc.gov/authorities/names/no2021021777,"Lippisch, Alexander, 1894-1976",http://id.loc.gov/authorities/names/n81026416,Wingless aircraft conceptual drawing.,zxx,Airplanes--Design and construction;Drawing,http://id.worldcat.org/fast/803132;http://id.worldcat.org/fast/897725,,,,,33.0x45.7 cm,http://purl.org/dc/dcmitype/Image,design drawings,http://vocab.getty.edu/aat/300069413,Image,still image,image/tiff,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/,1950,https://n2t.net/ark:/87292/w9cn89,Lippisch_79,0243_Lippisch_CDOversized_8.tif,2023-10-12,Alexander Lippisch,https://n2t.net/ark:/87292/w9bz61778,none,2234665 Bytes,2400 Pixels Per Inch,RGB,8 Bits Per Sample,3 Samples Per Pixel,2065,reformatted digital,0243_lippisch_cdoversized_8.jpg,0243_lippisch_cdoversized_8,image/jpeg,image,https://iastatedigital.org/objects/lippisch/0243_lippisch_cdoversized_8.jpg,/objects/smalls/0243_lippisch_cdoversized_8_sm.jpg,/objects/thumbs/0243_lippisch_cdoversized_8_th.jpg,,
lippisch_081,Lippisch_80,Ground transport,MS 0243,"Alexander Lippisch papers, 1897-1993, undated",https://n2t.net/ark:/87292/w93r16,Iowa State University. Special Collections and University Archives,https://id.loc.gov/authorities/names/no2021021777,"Lippisch, Alexander, 1894-1976",http://id.loc.gov/authorities/names/n81026416,Ground transport conceptual drawing.,zxx,Airplanes--Design and construction;Drawing,http://id.worldcat.org/fast/803132;http://id.worldcat.org/fast/897725,,,,,55.9x71.1 cm,http://purl.org/dc/dcmitype/Image,design drawings,http://vocab.getty.edu/aat/300069413,Image,still image,image/tiff,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/,1950,https://n2t.net/ark:/87292/w97z6d,Lippisch_80,0243_Lippisch_CDOversized_30.tif,2023-10-12,Alexander Lippisch,https://n2t.net/ark:/87292/w9bz61778,none,1425223 Bytes,2400 Pixels Per Inch,RGB,8 Bits Per Sample,3 Samples Per Pixel,2031,reformatted digital,0243_lippisch_cdoversized_30.jpg,0243_lippisch_cdoversized_30,image/jpeg,image,https://iastatedigital.org/objects/lippisch/0243_lippisch_cdoversized_30.jpg,/objects/smalls/0243_lippisch_cdoversized_30_sm.jpg,/objects/thumbs/0243_lippisch_cdoversized_30_th.jpg,,
lippisch_082,Lippisch_81,Rocket aircraft,MS 0243,"Alexander Lippisch papers, 1897-1993, undated",https://n2t.net/ark:/87292/w93r16,Iowa State University. Special Collections and University Archives,https://id.loc.gov/authorities/names/no2021021777,"Lippisch, Alexander, 1894-1976",http://id.loc.gov/authorities/names/n81026416,Rocket aircraft conceptual drawing.,zxx,Airplanes--Design and construction;Drawing,http://id.worldcat.org/fast/803132;http://id.worldcat.org/fast/897725,,,,,63.5x48.3 cm,http://purl.org/dc/dcmitype/Image,design drawings,http://vocab.getty.edu/aat/300069413,Image,still image,image/tiff,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/,1950,https://n2t.net/ark:/87292/w94521,Lippisch_81,0243_Lippisch_CDOversized_9.tif,2023-10-12,Alexander Lippisch,https://n2t.net/ark:/87292/w9bz61778,none,1784917 Bytes,2400 Pixels Per Inch,RGB,8 Bits Per Sample,3 Samples Per Pixel,2125,reformatted digital,0243_lippisch_cdoversized_9.jpg,0243_lippisch_cdoversized_9,image/jpeg,image,https://iastatedigital.org/objects/lippisch/0243_lippisch_cdoversized_9.jpg,/objects/smalls/0243_lippisch_cdoversized_9_sm.jpg,/objects/thumbs/0243_lippisch_cdoversized_9_th.jpg,,
lippisch_083,Lippisch_82,Military transport aircraft,MS 0243,"Alexander Lippisch papers, 1897-1993, undated",https://n2t.net/ark:/87292/w93r16,Iowa State University. Special Collections and University Archives,https://id.loc.gov/authorities/names/no2021021777,"Lippisch, Alexander, 1894-1976",http://id.loc.gov/authorities/names/n81026416,Military transport aircraft conceptual drawing.,zxx,Airplanes--Design and construction;Drawing,http://id.worldcat.org/fast/803132;http://id.worldcat.org/fast/897725,,,,,43.2x55.9 cm,http://purl.org/dc/dcmitype/Image,design drawings,http://vocab.getty.edu/aat/300069413,Image,still image,image/tiff,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/,1950,https://n2t.net/ark:/87292/w90g2w,Lippisch_82,0243_Lippisch_CDOversized_3.tif,2023-10-12,Alexander Lippisch,https://n2t.net/ark:/87292/w9bz61778,none,2976536 Bytes,2400 Pixels Per Inch,RGB,8 Bits Per Sample,3 Samples Per Pixel,2137,reformatted digital,0243_lippisch_cdoversized_3.jpg,0243_lippisch_cdoversized_3,image/jpeg,image,https://iastatedigital.org/objects/lippisch/0243_lippisch_cdoversized_3.jpg,/objects/smalls/0243_lippisch_cdoversized_3_sm.jpg,/objects/thumbs/0243_lippisch_cdoversized_3_th.jpg,,
lippisch_084,Lippisch_83,Aircraft Cockpit,MS 0243,"Alexander Lippisch papers, 1897-1993, undated",https://n2t.net/ark:/87292/w93r16,Iowa State University. Special Collections and University Archives,https://id.loc.gov/authorities/names/no2021021777,"Lippisch, Alexander, 1894-1976",http://id.loc.gov/authorities/names/n81026416,Aircraft cockpit conceptual drawing.,zxx,Airplanes--Design and construction;Drawing;Airplanes--Cockpits,http://id.worldcat.org/fast/803132;http://id.worldcat.org/fast/897725;http://id.worldcat.org/fast/803080,,,,,43.2x35.6 cm,http://purl.org/dc/dcmitype/Image,design drawings,http://vocab.getty.edu/aat/300069413,Image,still image,image/tiff,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/,1950,https://n2t.net/ark:/87292/w9vn8n,Lippisch_83,0243_Lippisch_CDOversized_10.tif,2023-10-12,Alexander Lippisch,https://n2t.net/ark:/87292/w9bz61778,none,1787409 Bytes,2400 Pixels Per Inch,RGB,8 Bits Per Sample,3 Samples Per Pixel,1849,reformatted digital,0243_lippisch_cdoversized_10.jpg,0243_lippisch_cdoversized_10,image/jpeg,image,https://iastatedigital.org/objects/lippisch/0243_lippisch_cdoversized_10.jpg,/objects/smalls/0243_lippisch_cdoversized_10_sm.jpg,/objects/thumbs/0243_lippisch_cdoversized_10_th.jpg,,
lippisch_085,Lippisch_84,Rescue Aircraft,MS 0243,"Alexander Lippisch papers, 1897-1993, undated",https://n2t.net/ark:/87292/w93r16,Iowa State University. Special Collections and University Archives,https://id.loc.gov/authorities/names/no2021021777,"Lippisch, Alexander, 1894-1976",http://id.loc.gov/authorities/names/n81026416,Rescue aircraft conceptual drawing.,zxx,Airplanes--Design and construction;Drawing,http://id.worldcat.org/fast/803132;http://id.worldcat.org/fast/897725,,,,,43.2x35.6 cm,http://purl.org/dc/dcmitype/Image,design drawings,http://vocab.getty.edu/aat/300069413,Image,still image,image/tiff,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/,1950,https://n2t.net/ark:/87292/w9qz8h,Lippisch_84,0243_Lippisch_CDOversized_11.tif,2023-10-12,Alexander Lippisch,https://n2t.net/ark:/87292/w9bz61778,none,1408346 Bytes,2400 Pixels Per Inch,RGB,8 Bits Per Sample,3 Samples Per Pixel,1897,reformatted digital,0243_lippisch_cdoversized_11.jpg,0243_lippisch_cdoversized_11,image/jpeg,image,https://iastatedigital.org/objects/lippisch/0243_lippisch_cdoversized_11.jpg,/objects/smalls/0243_lippisch_cdoversized_11_sm.jpg,/objects/thumbs/0243_lippisch_cdoversized_11_th.jpg,,
lippisch_086,Lippisch_85,Delta Wing Photograph,MS 0243,"Alexander Lippisch papers, 1897-1993, undated",https://n2t.net/ark:/87292/w93r16,Iowa State University. Special Collections and University Archives,https://id.loc.gov/authorities/names/no2021021777,"Lippisch, Alexander, 1894-1976",http://id.loc.gov/authorities/names/n81026416,"Construction and testing detail--Photos for Delta Aircraft, including ME163.",zxx,"Aeronautics--Flights;Airplanes--Design and construction;Airplanes--Wings, Triangular;Delta wing airplanes",http://id.worldcat.org/fast/798335;http://id.worldcat.org/fast/803132;http://id.worldcat.org/fast/803564;http://id.worldcat.org/fast/890000,Germany,http://id.worldcat.org/fast/1210272,World War (1939-1945),http://id.worldcat.org/fast/1180924,7x10 cm,http://purl.org/dc/dcmitype/Image,photographs,http://vocab.getty.edu/aat/300046300,Image,still image,image/tiff,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/,1941,https://n2t.net/ark:/87292/w9m544,Lippisch_85,0243_Lippisch_DW_11-23-01.tif,2023-10-12,Alexander Lippisch,https://n2t.net/ark:/87292/w9bz61778,none,406916 Bytes,300 Pixels Per Inch,Grayscale,8 Bits Per Sample,1 Sample Per Pixel,1500,reformatted digital,0243_lippisch_dw_11-23-01.jpg,0243_lippisch_dw_11-23-01,image/jpeg,image,https://iastatedigital.org/objects/lippisch/0243_lippisch_dw_11-23-01.jpg,/objects/smalls/0243_lippisch_dw_11-23-01_sm.jpg,/objects/thumbs/0243_lippisch_dw_11-23-01_th.jpg,,
lippisch_087,Lippisch_86,Delta Wing Photograph,MS 0243,"Alexander Lippisch papers, 1897-1993, undated",https://n2t.net/ark:/87292/w93r16,Iowa State University. Special Collections and University Archives,https://id.loc.gov/authorities/names/no2021021777,"Lippisch, Alexander, 1894-1976",http://id.loc.gov/authorities/names/n81026416,Tailless airplane by Geoffrey Hill (United Kingdom).,zxx,"Aeronautics;Airplanes--Design and construction;Airplanes, Tailless;Delta wing airplanes",http://id.worldcat.org/fast/798293;http://id.worldcat.org/fast/803132;http://id.worldcat.org/fast/803672;http://id.worldcat.org/fast/890000,,,,,15.9x21 cm,http://purl.org/dc/dcmitype/Image,photographs,http://vocab.getty.edu/aat/300046300,Image,still image,image/tiff,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/,1941,https://n2t.net/ark:/87292/w9gg27,Lippisch_86,0243_Lippisch_DW_11-22-01.tif,2023-10-12,Alexander Lippisch,https://n2t.net/ark:/87292/w9bz61778,none,553573 Bytes,300 Pixels Per Inch,Grayscale,8 Bits Per Sample,1 Sample Per Pixel,1500,reformatted digital,0243_lippisch_dw_11-22-01.jpg,0243_lippisch_dw_11-22-01,image/jpeg,image,https://iastatedigital.org/objects/lippisch/0243_lippisch_dw_11-22-01.jpg,/objects/smalls/0243_lippisch_dw_11-22-01_sm.jpg,/objects/thumbs/0243_lippisch_dw_11-22-01_th.jpg,,
lippisch_088,Lippisch_87,Delta Wing Photograph,MS 0243,"Alexander Lippisch papers, 1897-1993, undated",https://n2t.net/ark:/87292/w93r16,Iowa State University. Special Collections and University Archives,https://id.loc.gov/authorities/names/no2021021777,"Lippisch, Alexander, 1894-1976",http://id.loc.gov/authorities/names/n81026416,"Construction and testing detail--Photos for Delta Aircraft, including ME163.",zxx,"Aeronautics--Flights;Airplanes--Design and construction;Airplanes--Wings, Triangular;Delta wing airplanes",http://id.worldcat.org/fast/798335;http://id.worldcat.org/fast/803132;http://id.worldcat.org/fast/803564;http://id.worldcat.org/fast/890000,Germany,http://id.worldcat.org/fast/1210272,World War (1939-1945),http://id.worldcat.org/fast/1180924,7x10 cm,http://purl.org/dc/dcmitype/Image,photographs,http://vocab.getty.edu/aat/300046300,Image,still image,image/tiff,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/,1941,https://n2t.net/ark:/87292/w9bn80,Lippisch_87,0243_Lippisch_DW_11-23-07.tif,2023-10-12,Alexander Lippisch,https://n2t.net/ark:/87292/w9bz61778,none,490988 Bytes,300 Pixels Per Inch,Grayscale,8 Bits Per Sample,1 Sample Per Pixel,1500,reformatted digital,0243_lippisch_dw_11-23-07.jpg,0243_lippisch_dw_11-23-07,image/jpeg,image,https://iastatedigital.org/objects/lippisch/0243_lippisch_dw_11-23-07.jpg,/objects/smalls/0243_lippisch_dw_11-23-07_sm.jpg,/objects/thumbs/0243_lippisch_dw_11-23-07_th.jpg,,
lippisch_089,Lippisch_88,Delta Wing Photograph,MS 0243,"Alexander Lippisch papers, 1897-1993, undated",https://n2t.net/ark:/87292/w93r16,Iowa State University. Special Collections and University Archives,https://id.loc.gov/authorities/names/no2021021777,"Lippisch, Alexander, 1894-1976",http://id.loc.gov/authorities/names/n81026416,Tailless airplanes.,zxx,"Aeronautics--Flights;Aeronautics;Airplanes--Design and construction;Airplanes, Tailless;Delta wing airplanes",http://id.worldcat.org/fast/798335;http://id.worldcat.org/fast/798293;http://id.worldcat.org/fast/803132;http://id.worldcat.org/fast/803672;http://id.worldcat.org/fast/890000,Germany,http://id.worldcat.org/fast/1210272,World War (1939-1945),http://id.worldcat.org/fast/1180924,5.7x5.7 cm,http://purl.org/dc/dcmitype/Image,photographs,http://vocab.getty.edu/aat/300046300,Image,still image,image/tiff,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/,1941,https://n2t.net/ark:/87292/w96z7g,Lippisch_88,0243_Lippisch_DW_11-27-04.tif,2023-10-12,Alexander Lippisch,https://n2t.net/ark:/87292/w9bz61778,none,288765 Bytes,300 Pixels Per Inch,Grayscale,8 Bits Per Sample,1 Sample Per Pixel,1500,reformatted digital,0243_lippisch_dw_11-27-04.jpg,0243_lippisch_dw_11-27-04,image/jpeg,image,https://iastatedigital.org/objects/lippisch/0243_lippisch_dw_11-27-04.jpg,/objects/smalls/0243_lippisch_dw_11-27-04_sm.jpg,/objects/thumbs/0243_lippisch_dw_11-27-04_th.jpg,,
lippisch_090,Lippisch_89,Delta Wing Photograph,MS 0243,"Alexander Lippisch papers, 1897-1993, undated",https://n2t.net/ark:/87292/w93r16,Iowa State University. Special Collections and University Archives,https://id.loc.gov/authorities/names/no2021021777,"Lippisch, Alexander, 1894-1976",http://id.loc.gov/authorities/names/n81026416,Tailless airplanes.,zxx,"Aeronautics;Airplanes--Design and construction;Airplanes, Tailless",http://id.worldcat.org/fast/798293;http://id.worldcat.org/fast/803132;http://id.worldcat.org/fast/803672,Germany,http://id.worldcat.org/fast/1210272,World War (1939-1945),http://id.worldcat.org/fast/1180924,10x8.9 cm,http://purl.org/dc/dcmitype/Image,photographs,http://vocab.getty.edu/aat/300046300,Image,still image,image/tiff,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/,1941,https://n2t.net/ark:/87292/w9355v,Lippisch_89,0243_Lippisch_DW_11-27-20.tif,2023-10-12,Alexander Lippisch,https://n2t.net/ark:/87292/w9bz61778,none,274917 Bytes,300 Pixels Per Inch,Grayscale,8 Bits Per Sample,1 Sample Per Pixel,1500,reformatted digital,0243_lippisch_dw_11-27-20.jpg,0243_lippisch_dw_11-27-20,image/jpeg,image,https://iastatedigital.org/objects/lippisch/0243_lippisch_dw_11-27-20.jpg,/objects/smalls/0243_lippisch_dw_11-27-20_sm.jpg,/objects/thumbs/0243_lippisch_dw_11-27-20_th.jpg,,
lippisch_091,Lippisch_92,Delta Wing Photograph,MS 0243,"Alexander Lippisch papers, 1897-1993, undated",https://n2t.net/ark:/87292/w93r16,Iowa State University. Special Collections and University Archives,https://id.loc.gov/authorities/names/no2021021777,"Lippisch, Alexander, 1894-1976",http://id.loc.gov/authorities/names/n81026416,"Rocket-powered tailless models (RRG, OPEL).",zxx,"Aeronautics;Airplanes--Models;Airplanes--Design and construction;Airplanes--Rocket engines;Airplanes, Tailless;Delta wing airplanes",http://id.worldcat.org/fast/798293;http://id.worldcat.org/fast/803299;http://id.worldcat.org/fast/803132;http://id.worldcat.org/fast/803453;http://id.worldcat.org/fast/803672;http://id.worldcat.org/fast/890000,Germany,http://id.worldcat.org/fast/1210272,World War (1939-1945),http://id.worldcat.org/fast/1180924,14x10 cm,http://purl.org/dc/dcmitype/Image,photographs,http://vocab.getty.edu/aat/300046300,Image,still image,image/tiff,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/,1941,https://n2t.net/ark:/87292/w9pz52,Lippisch_92,0243_Lippisch_DW_12-31-04.tif,2023-10-12,Alexander Lippisch,https://n2t.net/ark:/87292/w9bz61778,none,683978 Bytes,300 Pixels Per Inch,Grayscale,8 Bits Per Sample,1 Sample Per Pixel,2600,reformatted digital,0243_lippisch_dw_12-31-04.jpg,0243_lippisch_dw_12-31-04,image/jpeg,image,https://iastatedigital.org/objects/lippisch/0243_lippisch_dw_12-31-04.jpg,/objects/smalls/0243_lippisch_dw_12-31-04_sm.jpg,/objects/thumbs/0243_lippisch_dw_12-31-04_th.jpg,,
lippisch_092,Lippisch_95,Delta Wing Photograph,MS 0243,"Alexander Lippisch papers, 1897-1993, undated",https://n2t.net/ark:/87292/w93r16,Iowa State University. Special Collections and University Archives,https://id.loc.gov/authorities/names/no2021021777,"Lippisch, Alexander, 1894-1976",http://id.loc.gov/authorities/names/n81026416,"Rocket-powered tailless models (RRG, OPEL).",zxx,"Aeronautics;Airplanes--Models;Airplanes--Design and construction;Airplanes--Rocket engines;Airplanes, Tailless",http://id.worldcat.org/fast/798293;http://id.worldcat.org/fast/803299;http://id.worldcat.org/fast/803132;http://id.worldcat.org/fast/803453;http://id.worldcat.org/fast/803672,Germany,http://id.worldcat.org/fast/1210272,World War (1939-1945),http://id.worldcat.org/fast/1180924,8.3x5.7 cm,http://purl.org/dc/dcmitype/Image,photographs,http://vocab.getty.edu/aat/300046300,Image,still image,image/tiff,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/,1941,https://n2t.net/ark:/87292/w99r93,Lippisch_95,0243_Lippisch_DW_12-31-16.tif,2023-10-12,Alexander Lippisch,https://n2t.net/ark:/87292/w9bz61778,none,756391 Bytes,300 Pixels Per Inch,Grayscale,8 Bits Per Sample,1 Sample Per Pixel,2600,reformatted digital,0243_lippisch_dw_12-31-16.jpg,0243_lippisch_dw_12-31-16,image/jpeg,image,https://iastatedigital.org/objects/lippisch/0243_lippisch_dw_12-31-16.jpg,/objects/smalls/0243_lippisch_dw_12-31-16_sm.jpg,/objects/thumbs/0243_lippisch_dw_12-31-16_th.jpg,,
